Code	Group	Subgroup	Brand	Item	Description	Wholesale price (USD)
7578	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DES-1210-10/ME/B1A" 8 ports 100Mbps + 2 ports 1Gbps/SFP, managed		89.48
7579	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DES-1210-28/ME/B2A" 24 ports 100Mbps + 2 ports 1Gbps/SFP + 2 ports SFP, managed		126.38
7580	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DES-1210-28/ME/B3B" 24 ports 100Mbps + 2 ports 1Gbps/SFP + 2 ports SFP, managed		126.96
7581	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DES-1210-52/C1A" 48 ports 100Mbps + 2 ports 1Gbps + 2 ports 1Gbps/SFP, managed		169.61
7582	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DES-3200-10/C1A" 8 ports 100Mbps + 1 port 1Gbps/SFP + 1 port SFP, managed		141.67
7583	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DES-3200-28/C1A" 24 ports 100Mbps + 2 ports 1Gbps/SFP + 2 ports SFP, managed		198.98
7584	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DES-3200-52/C1B" 48 ports 100Mbps + 2 ports 1Gbps/SFP + 2 ports SFP, managed		328.74
7585	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DGS-1008MP/A1A" 8 ports 1Gbps		105.73
7586	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DGS-1008MP/A2A" 8 ports 1Gbps		104.24
7587	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DGS-1016C/A1A" 16 ports 1Gbps		50.08
7588	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DGS-1024C/A1A" 24 ports 1Gbps		70.09
7589	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DGS-1100-16/B2A" 16 ports 1Gbps, managed		97.37
7590	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DGS-1100-24/B2A" 24 ports 1Gbps, managed		109.36
7591	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DGS-1100-24P/B2A" 24 ports 1Gbps, managed		196.04
7592	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DGS-1210-20/C1A" 16 ports 1Gbps + 4 ports SFP, managed		105.73
7593	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DGS-1210-20/F1A" 16 ports 1Gbps + 4 ports SFP, managed		105.12
7594	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DGS-1210-26/F1A" 24 ports 1Gbps + 2 ports SFP, managed		110.39
7595	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DGS-1210-28/ME/A2A" 24 ports 1Gbps + 4 ports SFP, managed		163.79
7596	Computer equipment and components	Wired network equipment	D-Link	Switch 1U 19" RM D-Link "DGS-1510-20/A1A" 16 ports 1Gbps + 2 ports SFP + 2 ports SFP+, managed		173.26
7597	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DES-1005C/A1A" 5 ports 100Mbps		5.77
7598	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DES-1005D/O2B" 5 ports 100Mbps		11.36
7599	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DES-1008C/A1B" 8 ports 100Mbps		7.11
7600	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DES-1008D/L2B" 8 ports 100Mbps		13.14
7601	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DES-1008P/C1A" 8 ports 100Mbps		39.59
7602	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DES-1016A/E1B" 16 ports 100Mbps		18.78
7603	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DGS-1005A/D1A" 5 ports 1Gbps		11.36
7604	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DGS-1005D/I3A" 5 ports 1Gbps		15.48
7605	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DGS-1008A/D1A" 8 ports 1Gbps		17.26
7606	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DGS-1008D/J2A" 8 ports 1Gbps		21.36
7607	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DGS-1008D/J3A" 8 ports 1Gbps		20.63
7608	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DGS-1008P/D1A" 8 ports 1Gbps		53.66
7609	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DGS-1016A/B1B" 16 ports 1Gbps		42.93
7610	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DGS-1024A/B1A" 24 ports 1Gbps		65.64
7611	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DGS-1100-05/B1A" 5 ports 1Gbps, managed		22.98
7612	Computer equipment and components	Wired network equipment	D-Link	Switch D-Link "DGS-1100-08/B1A" 8 ports 1Gbps, managed		29.25
7613	Computer equipment and components	Wired network equipment	D-Link	Media converter D-Link "DMC-F02SC/A1A", multimode, 10/100TX-100FX (SC)		42.6
7614	Computer equipment and components	Wired network equipment	D-Link	Transceiver D-Link "DEM-220R"		11.7
7615	Computer equipment and components	Wired network equipment	D-Link	Transceiver D-Link "DEM-311GT/A1"		17.75
7616	Computer equipment and components	Wired network equipment	D-Link	Transceiver D-Link "DEM-311GT/DD/J1A"		18.26
7617	Computer equipment and components	Wired network equipment	D-Link	Chassis for media converters D-Link "DMC-1000/A3A"		222.48
7618	Computer equipment and components	Wired network equipment	HP	Switch 1U 19" RM HP "1420-16G" 16 ports 1Gbps		111.29
7619	Computer equipment and components	Wired network equipment	HP	Switch 1U 19" RM HP "1820-48G" 48 ports 1Gbps + 4 ports SFP, managed		281.72
7620	Computer equipment and components	Wired network equipment	HP	Switch 1U 19" RM HP "2620-24-PoE+" 24 ports 100Mbps + 2 ports 1Gbps + 2 ports SFP, managed		893.24
7621	Computer equipment and components	Wired network equipment	HP	Stack module HP "2920" 2 ports		710.76
7622	Computer equipment and components	Wired network equipment	MikroTik	Router MikroTik "CRS125-24G-1S-IN" 24 ports 1Gbps + 1 port SFP		165.58
7623	Computer equipment and components	Wired network equipment	MikroTik	Router MikroTik "RB2011iL-RM" 4 ports 1Gbps + 1 port WAN 1Gbps + 5 ports 100Mbps		84.67
7624	Computer equipment and components	Wired network equipment	MikroTik	Router MikroTik "RB2011iLS-IN" 5 ports 1Gbps + 5 ports 100Mbps + 1 port SFP		97.75
7625	Computer equipment and components	Wired network equipment	MikroTik	Router MikroTik "RB2011UiAS-IN" 4 ports 1Gbps + 1 port WAN 1Gbps + 5 ports 100Mbps + 1 SFP		101.66
7626	Computer equipment and components	Wired network equipment	MikroTik	Router MikroTik "RB2011UiAS-RM" 5 ports 1Gbps + 5 ports 100Mbps + 1 port SFP		104.34
7627	Computer equipment and components	Wired network equipment	MikroTik	Router MikroTik "RB3011UiAS-RM" 10 ports 1Gbps + 1 port SFP		158.57
7628	Computer equipment and components	Wired network equipment	Tenda	Switch Tenda "S108" 8 ports 100Mbps		6.58
7629	Computer equipment and components	Wired network equipment	Tenda	Switch Tenda "S16" 16 ports 100Mbps		18.93
7630	Computer equipment and components	Wired network equipment	Tenda	Switch Tenda "SG105" 5 ports 1Gbps		11.92
7631	Computer equipment and components	Wired network equipment	Tenda	Switch Tenda "SG108" 8 ports 1Gbps		15.43
7632	Computer equipment and components	Wired network equipment	TP-Link	Powerline-adapter TP-Link "TL-PA4010PKIT" 1 port 100Mbps		39.5
7633	Computer equipment and components	Wired network equipment	TP-Link	Powerline-adapter TP-Link "TL-PA8010P KIT" 1 port 1Gbps		69.46
7634	Computer equipment and components	Wired network equipment	TP-Link	Switch 1U 19" RM TP-Link "TL-SG1016D" 16 ports 1Gbps		51.78
7635	Computer equipment and components	Wired network equipment	TP-Link	Switch 1U 19" RM TP-Link "TL-SG1024" 24 ports 1Gbps		74.29
7636	Computer equipment and components	Wired network equipment	TP-Link	Switch TP-Link "TL-SF1005D ver.12.0" 5 ports 100Mbps		6.49
7637	Computer equipment and components	Wired network equipment	TP-Link	Switch TP-Link "TL-SF1008D" 8 ports 100Mbps		7.81
7638	Computer equipment and components	Wired network equipment	TP-Link	Switch TP-Link "TL-SF1008P ver.5.0" 8 ports 100Mbps		42.15
7639	Computer equipment and components	Wired network equipment	TP-Link	Switch TP-Link "TL-SF1016D ver.6.0" 16 ports 100Mbps		21.02
7640	Computer equipment and components	Wired network equipment	TP-Link	Switch TP-Link "TL-SF1024" 24 ports 100Mbps		39.8
7641	Computer equipment and components	Wired network equipment	TP-Link	Switch TP-Link "TL-SF1024D" 24 ports 100Mbps		34.32
7642	Computer equipment and components	Wired network equipment	TP-Link	Switch TP-Link "TL-SF1048" 48 ports 100Mbps		94.33
7643	Computer equipment and components	Wired network equipment	TP-Link	Switch TP-Link "TL-SG1005D ver.7.0" 5 ports 1Gbps		13.08
7644	Computer equipment and components	Wired network equipment	TP-Link	Switch TP-Link "TL-SG1008D" 8 ports 1Gbps		17.05
7645	Computer equipment and components	Wired network equipment	TP-Link	Switch TP-Link "TL-SG105 ver.3.0" 5 ports 1Gbps		15.97
7646	Computer equipment and components	Wired network equipment	TP-Link	Switch TP-Link "TL-SG108" 8 ports 1Gbps		22.34
7647	Computer equipment and components	Wired network equipment	TP-Link	Router TP-Link "TL-R480T+" 3 ports LAN/WAN 100Mbps + 1 port LAN 100Mbps + 1 port WAN 100Mbps		46.78
7648	Computer equipment and components	Wired network equipment	TP-Link	Print-server TP-Link "TL-PS110P" 100Mbps (LPT)		35.57
7649	Computer equipment and components	Wired network equipment	TP-Link	Print-server TP-Link "TL-PS310U" 100Mbps (USB2.0)		37.91
7650	Computer equipment and components	Projectors	Acer	Projector Acer "X118" (DLP, 800x600, 3600 lm, ANSI, 20000:1)		319.82
7651	Computer equipment and components	Projectors	Acer	Projector Acer "X118H" (DLP, 800x600, 3600 lm, ANSI, 20000:1)		342.33
7652	Computer equipment and components	Projectors	Acer	Projector Acer "X128H" (DLP, 1024x768, 3600 lm, ANSI, 20000:1)		404.23
7653	Computer equipment and components	Projectors	BenQ	Projector BenQ "MS531" (DLP, 800x600, 3300 lm, ANSI, 15000:1)		309.13
7654	Computer equipment and components	Projectors	Dell	Projector Dell "1550" (DLP, 1024x768, 3800 lm, ANSI, 2200:1)		611.55
7655	Computer equipment and components	Projectors	Dell	Projector Dell "7760" (DLP, 1920x1080, 5400 lm, ANSI, 1800:1)		2809.07
7656	Computer equipment and components	Projectors	Digis	Accessory for Projector - screen Digis "Kontur-C" DSKC-1103, 200x200 cm, Matte, White, on a tripod		75.51
7657	Computer equipment and components	Projectors	Ricoh	Projector Ricoh "PJ X2440" (DLP, 1024x768, 3000 lm, ANSI, 2200:1)		303.33
7658	Computer equipment and components	Projectors	Ricoh	Projector Ricoh "PJ X5580" (DLP, 1024x768, 6000 lm, ANSI, 9000:1)		1148.7
7659	Computer equipment and components	Projectors	ScreenMedia	Accessory for projectors - screen ScreenMedia "Apollo SAM-4303", 203x153 cm, Matte, White, on a tripod		83.48
7660	Computer equipment and components	Projectors	ScreenMedia	Accessory for projectors - screen ScreenMedia "Apollo-T STM-1103", 200x200 cm, Matte, White, on a tripod		81.52
7661	Computer equipment and components	Projectors	ScreenMedia	Accessory for projectors - screen ScreenMedia "Economy-P SPM-1103", 200x200 cm, Matte, White, wall		59.92
7662	Computer equipment and components	Processors	AMD	Processor AMD "A4-5300" (3.40GHz, 1024KB, GPU) SocketFM2		20.82
7663	Computer equipment and components	Processors	AMD	Processor AMD "A4-6300" (3.70GHz, 1024KB, GPU) SocketFM2		22.72
7664	Computer equipment and components	Processors	AMD	Processor AMD "A6-9500" (3.50GHz, 1024KB, GPU) SocketAM4		38.14
7665	Computer equipment and components	Processors	AMD	Processor AMD "Athlon 200GE" (3.20GHz, 2x512KB+4MB GPU) SocketAM4		57.57
7666	Computer equipment and components	Processors	AMD	Processor AMD "Athlon 200GE" (3.20GHz, 2x512KB+4MB GPU) SocketAM4 (with cooler)		56.72
7667	Computer equipment and components	Processors	AMD	Processor AMD "Athlon X4 840" (3.10GHz, 2x2048KB) SocketFM2+		32.13
7668	Computer equipment and components	Processors	AMD	Processor AMD "Athlon X4 950" (3.50GHz, 2x1024KB) SocketAM4 (Box)		57.77
7669	Computer equipment and components	Processors	AMD	Processor AMD "FX-8300" (3.30GHz, 4x2048KB+8 MB) SocketAM3+		69.6
7670	Computer equipment and components	Processors	AMD	Processor AMD "FX-8370" (4.00GHz, 4x2048KB+8 MB) SocketAM3+		160.96
7671	Computer equipment and components	Processors	AMD	Processor AMD "Ryzen 3 1200" (3.10GHz, 4x512KB+8 MB) SocketAM4 (Box)		94.67
7672	Computer equipment and components	Processors	AMD	Processor AMD "Ryzen 3 2200G" (3.50GHz, 4x512KB+4MB GPU) SocketAM4 (Box)		107.75
7673	Computer equipment and components	Processors	AMD	Processor AMD "Ryzen 3 2200G" (3.50GHz, 4x512KB+4MB GPU) SocketAM4		96.5
7674	Computer equipment and components	Processors	AMD	Processor AMD "Ryzen 5 1500X" (3.50GHz, 4x512KB+2x8 MB) SocketAM4 (Box)		140.11
7675	Computer equipment and components	Processors	AMD	Processor AMD "Ryzen 5 1600" (3.20GHz, 6x512KB+2x8 MB) SocketAM4 (Box)		165
7676	Computer equipment and components	Processors	AMD	Processor AMD "Ryzen 5 1600X" (3.60GHz, 6x512KB+2x8 MB) SocketAM4		165.98
7677	Computer equipment and components	Processors	AMD	Processor AMD "Ryzen 5 2400G" (3.60GHz, 4x512KB+4MB GPU) SocketAM4		148.44
7678	Computer equipment and components	Processors	AMD	Processor AMD "Ryzen 7 1700" (3.00GHz, 8x512KB+2x8 MB) SocketAM4 (Box)		226.03
7679	Computer equipment and components	Processors	AMD	Processor AMD "Ryzen 7 1700X" (3.40GHz, 8x512KB+2x8 MB) SocketAM4 (Box)		240.85
7680	Computer equipment and components	Processors	AMD	Processor AMD "Ryzen 7 2700" (3.20GHz, 8x512KB+16 MB) SocketAM4 (Box)		305.8
7681	Computer equipment and components	Processors	Intel	Processor Intel "Celeron G1820" (2.70GHz, 2x256KB+2MB EM64T, GPU) Socket1150		74.28
7682	Computer equipment and components	Processors	Intel	Processor Intel "Celeron G1840T" (2.50GHz, 2x256KB+2MB EM64T, GPU) Socket1150		54.04
7683	Computer equipment and components	Processors	Intel	Processor Intel "Core i3-6300" (3.80GHz, 2x256KB+4MB EM64T, GPU) Socket1151		165.68
7684	Computer equipment and components	Processors	Intel	Processor Intel "Core i3-6320" (3.90GHz, 2x256KB+4MB EM64T, GPU) Socket1151		160.21
7685	Computer equipment and components	Processors	Intel	Processor Intel "Core i3-7100" (3.90GHz, 2x256KB+3MB EM64T, GPU) Socket1151		147.41
7686	Computer equipment and components	Processors	Intel	Processor Intel "Core i3-7320" (4.10GHz, 3x256KB+8MB EM64T, GPU) Socket1151		165.58
7687	Computer equipment and components	Processors	Intel	Processor Intel "Core i3-7320" (4.10GHz, 2x256KB+4MB EM64T, GPU) Socket1151		170.6
7688	Computer equipment and components	Processors	Intel	Processor Intel "Core i3-8100" (3.60GHz, 4x256KB+6MB EM64T, GPU) Socket1151		149.53
7689	Computer equipment and components	Processors	Intel	Processor Intel "Core i5-6400" (2.70GHz, 4x256KB+6MB EM64T, GPU) Socket1151		213.02
7690	Computer equipment and components	Processors	Intel	Processor Intel "Core i5-6400" (2.70GHz, 4x256KB+6MB EM64T, GPU) Socket1151 (Box)		216.41
7691	Computer equipment and components	Processors	Intel	Processor Intel "Core i5-6600" (3.30GHz, 4x256KB+6MB EM64T, GPU) Socket1151		245.87
7692	Computer equipment and components	Processors	Intel	Processor Intel "Core i5-6600" (3.30GHz, 4x256KB+6MB EM64T, GPU) Socket1151 (Box)		255.63
7693	Computer equipment and components	Processors	Intel	Processor Intel "Core i5-7400" (3.00GHz, 4x256KB+6MB EM64T, GPU) Socket1151		193.71
7694	Computer equipment and components	Processors	Intel	Processor Intel "Core i5-7600" (3.50GHz, 4x256KB+6MB EM64T, GPU) Socket1151		250.89
7695	Computer equipment and components	Processors	Intel	Processor Intel "Core i5-8400" (2.80GHz, 6x256KB+9MB EM64T, GPU) Socket1151		245.87
7696	Computer equipment and components	Processors	Intel	Processor Intel "Core i5-9600K" (3.70GHz, 9MB EM64T, GPU) Socket1151		322.58
7697	Computer equipment and components	Processors	Intel	Processor Intel "Core i7-6700" (3.40GHz, 4x256KB+8MB EM64T, GPU) Socket1151		331.17
7698	Computer equipment and components	Processors	Intel	Processor Intel "Core i7-6700" (3.40GHz, 4x256KB+8MB EM64T, GPU) Socket1151 (Box)		345.54
7699	Computer equipment and components	Processors	Intel	Processor Intel "Core i7-6700K" (4.00GHz, 4x256KB+8MB EM64T, GPU) Socket1151 (Box)		347.94
7700	Computer equipment and components	Processors	Intel	Processor Intel "Core i7-7700" (3.60GHz, 4x256KB+8MB EM64T, GPU) Socket1151		330.08
7701	Computer equipment and components	Processors	Intel	Processor Intel "Core i7-7700" (3.60GHz, 4x256KB+8MB EM64T, GPU) Socket1151 (Box)		334.94
7702	Computer equipment and components	Processors	Intel	Processor Intel "Core i7-7700K" (4.20GHz, 4x256KB+8MB EM64T, GPU) Socket1151 (Box)		381.49
7703	Computer equipment and components	Processors	Intel	Processor Intel "Pentium G4400" (3.30GHz, 2x256KB+3MB EM64T, GPU) Socket1151		88.32
7704	Computer equipment and components	Processors	Intel	Processor Intel "Pentium G4560" (3.50GHz, 2x256KB+3MB EM64T, GPU) Socket1151		93.75
7705	Computer equipment and components	Processors for servers and workstations	Intel	Processor Intel "Xeon E5-2620V4" (2.10GHz, 8x256KB+20MB EM64T) Socket2011-v3		416.47
7706	Computer equipment and components	Control panels, pointers	Arctic Living	Remote control Arctic Living "MCR1" for Media Center PC		2.88
7707	Computer equipment and components	Control panels, pointers	Logitech	Remote control Logitech "Professional Presenter R700" 910-003506, for presentations, wireless (USB)		82.56
7708	Computer equipment and components	Control panels, pointers	Logitech	Remote control Logitech "R400 Wireless Presenter" 910-001356, for presentations, wireless (USB)		49.68
7709	Computer equipment and components	Control panels, pointers	Logitech	Remote control Logitech "Spotlight" 910-004861, for presentations, wireless (USB, Bluetooth)		108.27
7710	Computer equipment and components	Control panels, pointers	Logitech	Remote control Logitech "Spotlight" 910-004862, for presentations, wireless (USB, Bluetooth)		108.27
7711	Household products	Vacuum Cleaners	Tefal	Vacuum Cleaner Tefal "TW3724RA", 750W, Red-Black		119.3
7712	Tools	Planers	Bosch	Planer Bosch "GHO 26-82 D Professional" 06015A4301 (710W, 16500 rpm)		146.76
7713	Garden Equipment and Tools	Garden equipment	Bosch	Accessory for cleaner water filter Bosch F016800363		4.45
7714	Garden Equipment and Tools	Garden equipment	Bosch	Accessory for cleaner Hose Bosch "AQUATAK" F016800196 (7.0 m)		33.05
7715	Garden Equipment and Tools	Garden equipment	Bosch	Lawn mower Bosch "ARM 34" 06008A6101		122.45
7716	Garden Equipment and Tools	Garden equipment	Bosch	Brush cutter Bosch "AHS 45-26" 0600847E00		129.01
7717	Garden Equipment and Tools	Garden equipment	Bosch	Brush cutter Bosch "AHS 50-16" 0600847B00		75.14
7718	Garden Equipment and Tools	Garden equipment	Bosch	Brush cutter Bosch "AHS 60-16" 0600847D00		97.91
7719	Garden Equipment and Tools	Garden equipment	Bosch	Brush cutter Bosch "Isio" 0600833102, accumulator, scissors		67.78
7720	Garden Equipment and Tools	Garden equipment	Bosch	Scissors Bosch "Isio" 0600833100, accumulator		63.27
7721	Garden Equipment and Tools	Garden equipment	Bosch	Trimmer Bosch "ART 24" 06008A5800		57.99
7722	Garden Equipment and Tools	Garden equipment	Bosch	Trimmer Bosch "ART 26 Combitrim" 0600878C00		49.56
7723	Garden Equipment and Tools	Garden equipment	Bosch	Trimmer Bosch "ART 30 Combitrim" 0600878D00		58.2
7724	Garden Equipment and Tools	Garden equipment	Bosch	Trimmer Bosch "ART 37" 0600878M20		78.89
7725	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "CL-PL-6W", G24d-2, 6W, warm White		3.98
7726	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "CL-PL-6W", G24d-2, 6W, cold White		3.98
7727	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "CL-PL-8W", G24d-3, 8W, cold White		3.98
7728	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "CL-TL-RT8-13W-B", T8/G13, turning base, 13W, transparent, cold White		3.04
7729	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-E14-4W-01C", E14, 4W, cold White		0.79
7730	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-E14-4W-01W", E14, 4W, warm White		0.79
7731	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-E27-10.5W-01CW", E27, 10.5W, cold White		2.39
7732	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-E27-10.5W-01NW", E27, 10.5W, neutral White		2.39
7733	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-E27-20W-01W-Sen", E27, 20W, with motion sensor, with light sensor, warm White		8.59
7734	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-E27-5W-01NW", E27, 5W, neutral White		1.32
7735	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-E27-8.5W-01CW", E27, 8.5W, cold White		1.47
7736	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-E27-8.5W-01NW", E27, 8.5W, neutral White		1.47
7737	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-E27-8.5W-01WW", E27, 8.5W, warm White		1.53
7738	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-GU10-5W-WW", GU10, 5W, warm White		2.11
7739	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-GU5.3-5W-CW", GU5.3, 5W, cold White		1.59
7740	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-GU5.3-5W-WW", GU5.3, 5W, warm White		1.59
7741	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-GU53-5W-01C", GU5.3, 5W, cold White		1.99
7742	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-T8-13W-01C", T8/G13, 13W, Matte, cold White		3.04
7743	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	Lamp LED FlexLED "LED-T8-20W-NW", T8/G13, 20W, neutral White		3.3
7744	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED strip FlexLED "CL-RD-A5050RGB-12-30", 7.2W, RGB (1 m)		2.66
7745	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED strip FlexLED "CL-RD-A5050RGB-12-48", 11.4W, RGB (1 m)		2.66
7746	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED strip FlexLED "CL-RD-A5050W-12-30", 7.2W, cold White (1 m)		1.32
7747	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED strip FlexLED "CL-RD-A5050WW-12-30", 7.2W, warm White (1 m)		1.32
7748	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED strip FlexLED "CL-RD-A5050WW-12-48", 11.4W, warm White (1 m)		1.32
7749	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED fixture FlexLED "GM-CT6", 10W, neutral White		15.48
7750	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED fixture FlexLED "GM-CT6", 10W, warm White		15.48
7751	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED fixture FlexLED "GM-CT6", 10W, cold White		15.48
7752	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED fixture FlexLED "GM-CT8", 30W, cold White		30.95
7753	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED fixture FlexLED "LED-CL-18W-01C", 18W, cold White		30.95
7754	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED fixture FlexLED "LED-CL-18W-01W", 18W, warm White		30.95
7755	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED fixture FlexLED "LED-DL-22W-01W", 22W, warm White		20.63
7756	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED fixture FlexLED "LED-DL-30W-01W", 30W, warm White		30.95
7757	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED fixture FlexLED "LED-GL-30W-01C", 30W, cold White		41.28
7758	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED fixture FlexLED "LED-GL-30W-01W", 30W, warm White		41.28
7759	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Flextron	LED fixture industrial FlexLED "CL-HBL-80W", 80W, cold White		118.9
7760	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Foton Lighting	Lamp LED Foton Lighting "FL-LED Filament A60", E27, 10W, warm White		2.96
7761	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Foton Lighting	Lamp LED Foton Lighting "FL-LED Filament C35", E14, 6W, warm White		2.05
7762	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Foton Lighting	Lamp LED Foton Lighting "FL-LED Filament C35", E27, 6W, warm White		2.05
7763	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Foton Lighting	Lamp LED Foton Lighting "FL-LED Filament G45", E27, 6W, warm White		2.05
7764	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Jazzway	Lamp LED Jazzway "PLED-GX53", GX53, 10W, cold White		1.31
7765	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Jazzway	LED fixture Jazzway "PGX53 10639.1", without lamp		0.79
7766	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Jazzway	LED fixture Jazzway "PGX53 10639.27", without lamp		0.94
7767	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Jazzway	LED fixture Jazzway "PGX53 10639.6", without lamp		0.94
7768	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	JustLED	Lamp LED JustLED "TLB-01-4.5W-1C", E27, 4.5W, cold White		1.99
7769	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	JustLED	Lamp LED JustLED "TLB-01-4.5W-1W", E27, 4.5W, warm White		2.39
7770	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LC-CDCL-6.5/E14/827" ART.L212, E14, 6.5W, warm White		2.89
7771	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LC-CDCL-6.5/E14/840" ART.L213, E14, 6.5W, cold White		2.89
7772	Computer equipment and components	Light-emitting diode (LED) lamps, fixtures	Nanolight	Lamp LED Nanolight "LC-CDTCL-6.5/E14/827" ART.L218, E14, 6.5W, warm White		2.89
